"task_id","sector","occupation","prompt"
"46fc494e-a24f-45ce-b099-851d5c181fd4","Manufacturing","Mechanical Engineers","You are a mechanical engineer working at the materials lab at an aerospace firm, developing a reusable forward-edge protection system for a high-Mach experimental aircraft. A carbon/silicon-carbide (C"
"3940b7e7-ec4f-4cea-8097-3ab4cfdcaaa6","Manufacturing","Mechanical Engineers","You are a Mechanical Engineer at a small aerospace firm designing an experimental X-Wing assembly for a next-generation aircraft. To support the design review, create a draft flow-simulation report ba"
"8077e700-2b31-402d-bd09-df4d33c39653","Manufacturing","Mechanical Engineers","You are a mechanical engineer assigned to the Materials Testing Laboratory. You have been asked to analyze the effects of quenching-tempering durations on AISI 1018 and AISI 1045 steels. The goal is t"
"5a2d70da-0a42-4a6b-a3ca-763e03f070a5","Manufacturing","Mechanical Engineers","You are a Senior Mechanical Engineer with 20 years of experience in manufacturing and a substantial background in machine tool practices. A company named ""MEDICALfirm"" has hired you to assist in the i"
"74d6e8b0-f334-4e7e-af55-c095d5d4d1a6","Health Care and Social Assistance","Medical and Health Services Managers","You are the medical director of a startup that is building a virtual menopause care platform called ""MenoHelp"".  Before MenoHelp can begin offering clinical services, the company needs comprehensive h"
"81db15ff-ceea-4f63-a1cd-06dc88114709","Health Care and Social Assistance","Medical and Health Services Managers","You are the director of telehealth expansion at a behavioral health company. Company leadership is considering expanding telehealth services into Arizona, Pennsylvania, Washington, West Virginia, and "
"61b0946a-5c1c-4bf6-8607-84d7c7e0dfe0","Health Care and Social Assistance","Medical and Health Services Managers","You are the Health Manager of the Medical Education team in the General Surgery Department at Hope Hospital. Every year, the Surgery Department purchases 4 cadavers for the general surgery residents t"
"61e7b9c6-0051-429f-a341-fda9b6578a84","Health Care and Social Assistance","Medical and Health Services Managers","You are the Medical Director of an online Women's Health clinic that is preparing to open a dedicated perimenopause and menopause service. As part of the preparations for opening the new clinical serv"
"c9bf9801-9640-45fa-8166-1ab01f2d98e4","Health Care and Social Assistance","Medical and Health Services Managers","You are a Senior Advisor for Workforce Equity in DGHT. You have been asked to finalize a comprehensive and professional mentorship program guide to support the launch and implementation of the Divisio"
"f1be6436-ffff-4fee-9e66-d550291a1735","Health Care and Social Assistance","Medical Secretaries and Administrative Assistants","You are the medical secretary for the department of internal medicine at Sacred Health Hospital located in Chicago, Illinois. As part of your duties, you coordinate and arrange all of the travel and l"
"41f6ef59-88c9-4b2c-bcc7-9ceb88422f48","Health Care and Social Assistance","Medical Secretaries and Administrative Assistants","You work as a medical secretary for a weight loss clinic. The clinic operates on a subscription model, and patients pay for their weight loss medications out-of-pocket through monthly automatic deduct"
"a0552909-bc66-4a3a-8970-ee0d17b49718","Health Care and Social Assistance","Medical Secretaries and Administrative Assistants","You work as the lead medical secretary for oncology testing center Reach Oncology, which specializes in genetic cancer and acquires patient tissue for study from various pathology labs.   To support t"
"6d2c8e55-fe20-45c6-bdaf-93e676868503","Health Care and Social Assistance","Medical Secretaries and Administrative Assistants","It’s 2025 and you are a medical secretary for the Department of Internal Medicine. As part of your responsibilities, you manage the monthly journal club meetings, which take place from 6–8pm on a week"
"4b98ccce-9e42-44e9-9115-6fc3e79de288","Health Care and Social Assistance","Medical Secretaries and Administrative Assistants","You are the Medical Administrative Assistant at Golden Hills Hospital System, a statewide network of hospital systems collaborating within a unified healthcare system. As of 2025, the organization is "
"60221cd0-686e-4a08-985e-d9bb2fa18501","Information","News Analysts, Reporters, and Journalists","You are a journalist at a local newspaper in Virginia. It's May 30, 2025, and the state of Virginia is preparing for a series of upcoming elections between June and November 2025.  Please write an ele"
"ef8719da-18e5-4bfe-b986-399652d77376","Information","News Analysts, Reporters, and Journalists","You are a senior reporter at a leading digital science news outlet known for covering emerging debates and developments across astronomy, space policy, and space technology. You are preparing a pitch "
"3baa0009-5a60-4ae8-ae99-4955cb328ff3","Information","News Analysts, Reporters, and Journalists","As an economic news journalist for an online outlet, your assignment is to cover the World Bank's June 2025 Global Economic Prospects report. Write a 300-500 word article, using sources such as World "
"5d0feb24-e8b6-4ace-b64f-d5cd1a8b563d","Information","News Analysts, Reporters, and Journalists","You are the senior science editor at AstronomyNews, a leading online publication known for in-depth, timely coverage of astronomy research and space missions. An early-career reporter in your newsroom"
"6974adea-8326-43fa-8187-2724b15d9546","Information","News Analysts, Reporters, and Journalists","You are a technology journalist at a respected online news publisher, working for a section that deals with enterprise technology, with a focus on innovation. The aim is to break down sometimes dry an"
"1a78e076-445e-4c5d-b8ce-387d2fe5e715","Health Care and Social Assistance","Nurse Practitioners","It is May 2025 and you have been tasked as a nurse practitioner to complete an evidence-based literature review aimed at determining the factors that contribute to or affect hypertension treatment adh"
"1b9ec237-bf9c-41f9-8fa9-0e685fcd93c6","Health Care and Social Assistance","Nurse Practitioners","You are a nurse practitioner and have been asked to prepare a lecture presentation on hypertension (HTN) for a group of nursing students. Please create a PowerPoint presentation that includes the defi"
"0112fc9b-c3b2-4084-8993-5a4abb1f54f1","Health Care and Social Assistance","Nurse Practitioners","You are a pediatric nurse practitioner working in a primary care office. On 3/1/2024, you see a 16-year-old male coming in for complaints of a headache after falling off of his skateboard 2 hours ago."
"772e7524-174e-4c88-957e-6e510b61ea69","Health Care and Social Assistance","Nurse Practitioners","You work as a nurse practitioner and a 45-year-old Caucasian female presents with sudden onset of shaking, chills, fever, and productive cough. She initially reported nasal congestion and body aches f"
"e6429658-4de1-42dd-a9e0-2d2b9b02fb10","Health Care and Social Assistance","Nurse Practitioners","You are a nurse practitioner in an outpatient clinic in May 2025 caring for a 65-year-old male patient with treatment-resistant depression. The patient has been stable for the past two years on Vrayla"
"b5d2e6f1-62a2-433a-bcdd-95b260cdd860","Wholesale Trade","Order Clerks","You are an Assistant Buyer at a large specialty retailer in the beauty department. Your responsibilities include analyzing sales performance. The beauty department as a whole, including our buying tea"
"f841ddcf-2a28-4f6d-bac3-61b607219d3e","Wholesale Trade","Order Clerks","You are a wholesale sales analyst for an apparel company, supporting the account management team with order management functions. One of your key responsibilities is to maintain the Purchase Order Log"
"47ef842d-8eac-4b90-bda8-dd934c228c96","Wholesale Trade","Order Clerks","You are a Wholesale Sales Analyst for a fragrance company, supporting the Account Management team with the execution of weekly sales reporting and inventory analysis. One of your retail partners is a "
"1137e2bb-bdf9-4876-b572-f29b7de5e595","Wholesale Trade","Order Clerks","You are a Wholesale Sales Analyst for an accessories company, supporting the Order Management team. The Finance team has flagged inconsistencies between customer invoices and internal pricing for seve"
"c3525d4d-2012-45df-853e-2d2a0e902991","Wholesale Trade","Order Clerks","You are an Order Analyst at a wholesale accessories company. You support Sales, Demand Planning, and Production teams to ensure forecast accuracy and cross-functional alignment for retail accounts.  D"
"9a0d8d36-6233-4c76-9107-0d1f783c7340","Finance and Insurance","Personal Financial Advisors","You are a financial advisor at CrawBank located in Crawford, Missouri, providing investment advice to executive high net worth clients.  One of your executive clients has been granted incentive stock "
"664a42e5-3240-413a-9a57-ea93c6303269","Finance and Insurance","Personal Financial Advisors","An irrevocable life insurance trust (ILIT) is a complex estate planning tool that helps protect an estate and provide liquidity at the time of the grantor’s death. You are a financial planner at a reg"
"feb5eefc-39f1-4451-9ef9-bffe011b71dd","Finance and Insurance","Personal Financial Advisors","You are a wealth advisor (CFP®) at a registered investment advisory firm. A 62‑year‑old client, married with two adult children, has just sold his advertising agency in 2015 for $16,000,000 cash. The "
"3600de06-3f71-4e48-9480-e4828c579924","Finance and Insurance","Personal Financial Advisors","You are a financial advisor working at a wealth management firm.  It has been brought to your attention that many clients of your firm have approached field advisors about rolling certificates of depo"
"c657103b-b348-4496-a848-b2b7165d28b2","Finance and Insurance","Personal Financial Advisors","You are an independent financial planner in Columbus, Ohio advising a client who has a 401(k)-plan with an anticipated 2025-year end value of $3.5 million. Over the course of her career, the client di"
"ae0c1093-5ea8-4b84-a81e-53ebf7a4321d","Retail Trade","Private Detectives and Investigators","You are an experienced Private Investigator, hired at a new Private Investigations company located in Columbia, SC. The Owner of the company has received information from a local business owner that t"
"f9f82549-fdde-4462-aff8-e70fba5b8c66","Retail Trade","Private Detectives and Investigators","You are a Loss Prevention professional for a multi-store retailer. You need to develop general procedures for handling employee theft investigations and incorporate a prior incident involving bank dep"
"57b2cdf2-ad62-4591-aa91-aad489740320","Retail Trade","Private Detectives and Investigators","You are a supervisor at a well established private investigation firm. Your firm received a request from a client to conduct a surveillance investigation on his wife, whom he suspected of cheating. Th"
"84322284-5c2c-4873-b507-b147449d209d","Retail Trade","Private Detectives and Investigators","You are a senior private investigator working for a well-established PI firm. A major retail client (Saide’s Fashion and Style), which owns and operates over 40 locations across the United States, has"
"a46d5cd2-55fe-48fa-a4c6-6aaf6b9991b5","Retail Trade","Private Detectives and Investigators","You are the supervisor in charge of the Fraudulent Claims Division at a respected private investigation firm. The client, Safely Insurance Agency, requested an investigation into an insurance claim re"
"6241e678-4ba3-4831-b3c7-78412697febc","Information","Producers and Directors","You’re a video producer for an advertising agency preparing to onboard a new project: A 60-second live-action B2B video shoot. The client has set up a kickoff call for this project on Monday, July 7, "
"e14e32ba-d310-4d45-9b8a-6d73d0ece1ae","Information","Producers and Directors","You are a video producer, and a condiment company is interested in filming a digital video at an iconic NYC Jewish delicatessen. Your job is to source and research 4-6 popular restaurant options on th"
"b1a79ce1-86b0-41fb-97dc-9206dfd7b044","Information","Producers and Directors","You are the Producer for an upcoming music video. You had many sessions of brainstorming with the artist, the director and the art director. Attached are the compiled notes of these meetings that incl"
"e4f664ea-0e5c-4e4e-a0d3-a87a33da947a","Information","Producers and Directors","You are an auteur, and you're now at the screenwriting phase for your next short film, ""SAINTLINESS,"" an original concept from which you will write a production-ready script using story breakdown and "
"a079d38f-c529-436a-beca-3e291f9e62a3","Information","Producers and Directors","You work as a video producer for an organization that supports musicians by helping them create and produce their music, as well as any related marketing and educational video content. A music band ha"
"02aa1805-c658-4069-8a6a-02dec146063a","Professional, Scientific, and Technical Services","Project Management Specialists","You are a senior project manager at a green hydrogen producer in Illinois. You are in the process of planning for the development of an upcoming green hydrogen facility, which will require a water sou"
"fd6129bd-f095-429b-873c-dcc3137be2c3","Professional, Scientific, and Technical Services","Project Management Specialists","You are a project manager supporting nonclinical operations at a biotechnology company. You’ve been assigned to write a formal Change Control SOP that will standardize how project-impacting changes ar"
"ce864f41-8584-49ba-b24f-9c9104b47bf0","Professional, Scientific, and Technical Services","Project Management Specialists","You are a project manager at a small business that employs 23 individuals, whose names, departments, positions, and part time/full time status are listed in the attached excel sheet “WDTStakeholderReg"
"58ac1cc5-5754-4580-8c9c-8c67e1a9d619","Professional, Scientific, and Technical Services","Project Management Specialists","You are the project manager overseeing material readiness for an upcoming GMP manufacturing run involving a client-critical plasmid production. One of the raw materials ordered for this run is QY-GEL "
"3c19c6d1-672c-467a-8437-6fe21afb8eae","Professional, Scientific, and Technical Services","Project Management Specialists","You are a Project Manager at a UK-based tech start-up called Bridge Mind. Bridge Mind successfully obtained grant funding from a UK-based organisation that supports the development of AI tools to help"
"a99d85fc-eff8-48d2-a7d4-42a75d62f18d","Real Estate and Rental and Leasing","Property, Real Estate, and Community Association Managers","You are a property manager for a building with a current vacancy that you are trying to lease. A prospective tenant has come forward and is interested in leasing the space for up to 10 years, provided"
"55ddb773-23a4-454c-8704-d432fe1b99d9","Real Estate and Rental and Leasing","Property, Real Estate, and Community Association Managers","You are the community association manager of a master association with 7 sub associations that are a mix of single-family homes, condos, and townhouses built in different phases. The master associatio"
"1e5a1d7f-12c1-48c6-afd9-82257b3f2409","Real Estate and Rental and Leasing","Property, Real Estate, and Community Association Managers","You are the Vice President of Operations for a property management company. You will need to create a weekly schedule of tasks for the Property Managers. This schedule should be presented in a table f"
"0419f1c3-d669-45d0-81cd-f4d5923b06a5","Real Estate and Rental and Leasing","Property, Real Estate, and Community Association Managers","You are a Property Manager of a portfolio of multi-family residential apartment buildings located in New York State. One of your primary goals is to ensure high tenant satisfaction. It's 07/13/2025 to"
"ed2bc14c-99ac-4a2a-8467-482a1a5d67f3","Real Estate and Rental and Leasing","Property, Real Estate, and Community Association Managers","You are the Property Manager for Harborview Flats, a 200-unit apartment complex in Stamford, Connecticut. The apartment complex features a resident lounge with indoor/outdoor space, fireplace, gas gri"
"46bc7238-3501-4839-b989-e2bd47853676","Real Estate and Rental and Leasing","Real Estate Brokers","You are the Senior Commercial Real Estate Leasing Broker leading a team of junior leasing agents in Florida. You represent the landlord of a 32,000 SF neighborhood shopping center 123 Dade County Rd, "
"2d06bc0a-89c6-4e89-9417-5ffe725c1bc6","Real Estate and Rental and Leasing","Real Estate Brokers","You are John Pederson, a real estate broker with CRECO Denver, and you handle complex real estate purchases and sales transactions.    Custom purchase and sale agreements (PSAs) can be costly and requ"
"fd3ad420-6f7d-43b1-a990-c0c5c047d071","Real Estate and Rental and Leasing","Real Estate Brokers","You are a Real Estate Broker who contracts with other real estate firms to provide your license as a Qualifying Broker. You are negotiating with Sample Realty to partner as the Qualifying Broker for t"
"0818571f-5ff7-4d39-9d2c-ced5ae44299e","Real Estate and Rental and Leasing","Real Estate Brokers","You are a Real Estate Broker licensed in the state of Florida specializing in retail shopping centers. You are currently representing an investment group looking to acquire retail shopping centers for"
"6074bba3-7e3a-4b1c-b8c6-a15bb6695c3b","Real Estate and Rental and Leasing","Real Estate Brokers","You are a real estate broker representing an investor looking to sell their duplex property. You are to produce a Comparative Market Analysis (CMA) for your client that supports accurate pricing for t"
"5ad0c554-a7a2-48cd-b41a-ebc1bff4a9de","Real Estate and Rental and Leasing","Real Estate Sales Agents","You are a Real Estate Agent based in Sarasota, Florida. You are scheduled to meet with a couple who are first-time home buyers in 2 weeks. They plan to purchase a single family home in a gated communi"
"11593a50-734d-4449-b5b4-f8986a133fd8","Real Estate and Rental and Leasing","Real Estate Sales Agents","It is June 24, 2025, and you are a Real Estate Sales Agent representing buyers.  Select homes to show them this weekend based on their criteria in Massapequa Park, NY 11762. The buyers are only in tow"
"94925f49-36bc-42da-b45b-61078d329300","Real Estate and Rental and Leasing","Real Estate Sales Agents","It is July 2025. You are a Real Estate Sales Agent representing a residential buyer. The buyer is considering homes in Floral Park, NY and New Hyde Park, NY. Their top priority in the homebuying proce"
"90f37ff3-e4ed-4a0b-94bb-bed0f7def1ef","Real Estate and Rental and Leasing","Real Estate Sales Agents","You are a commercial real estate agent representing a landlord that owns a multi-tenant retail center in the Miami Gardens, FL area. The center has a 2,225 SF suite become vacant. The landlord is unsu"
"d3d255b2-f5f2-4841-9f62-2083ec9ef3da","Real Estate and Rental and Leasing","Real Estate Sales Agents","You are the listing real estate agent representing a seller client that wants to sell their home as quickly as possible. The list price of the property is $525,000 USD. The property is in need of mino"
"403b9234-6299-4b5f-a106-70c1bc11ec4c","Government","Recreation Workers","You are the new Director of Parks & Recreation for a local US County, hired approximately six months ago. Since starting, you have been evaluating the department and exploring new initiatives to enhan"
"1bff4551-1d54-4e37-b2e0-d5c3f2ea4a45","Government","Recreation Workers","You are an interpretation professional with experience in designing and managing arts programs, and have contracted often with the Jarred Premton Institute for such programs. Every year, the Jarred Pr"
"650adcb1-ed19-4f88-8117-77640f7b94b6","Government","Recreation Workers","As the program coordinator at a local ski and snowboard school, you directly supervise three interns. The names of this year’s interns are respectively: Adam Blake, Dustin Herman, and Katie Montgomery"
"01d7e53e-0513-4109-a242-8ccaf442cd21","Government","Recreation Workers","You are the Director of Parks and Recreation for the City of Recreare, North Carolina. As part of your department’s mission to promote health and wellness in the community, you are responsible for coo"
"a73fbc98-90d4-4134-a54f-2b1d0c838791","Government","Recreation Workers","It is early 2025. You are a Senior Manager in the Recreation Department of a small city. In one month, your largest recreation center will host a spring bazaar. The event will feature local artisans a"
"0ec25916-1b5c-4bfe-93d3-4e103d860f3a","Health Care and Social Assistance","Registered Nurses","You are a Registered nurse working in an Emergency department (ED). Your nurse manager has been informed that over the last 6 months, some ED nursing staff have omitted key clinical details when givin"
"116e791e-890c-42b1-ba90-1db02e8bfd45","Health Care and Social Assistance","Registered Nurses","You are the PACU nurse caring for patient AB at a pediatric hospital. Your responsibilities include recovering AB from anesthesia, promoting comfort through both pharmacological and nonpharmacological"
"dd724c67-8118-4b99-ab50-4761af705c3b","Health Care and Social Assistance","Registered Nurses","You are a registered nurse case manager supporting a large, busy Accountable Care Organization (ACO) that serves a provider group based on Long Island, New York. As part of care coordination for the A"
"7151c60a-d4cb-4fc4-8169-3d4cb446e6b9","Health Care and Social Assistance","Registered Nurses","You are a registered nurse working at a new dialysis facility in Florida. The dialysis facility has started receiving transfer requests from other dialysis facilities for patients living in the Northe"
"90edba97-74f0-425a-8ff6-8b93182eb7cb","Health Care and Social Assistance","Registered Nurses","You are a registered nurse at a dialysis facility. At your dialysis facility, the nurses monitor and track their patients’ lab results for adequacy, anemia, nutrition management, and mineral metabolis"
"91060ff0-3eb5-4ddf-9edb-f6758b95499e","Retail Trade","Pharmacists","You are a pharmacist with five years of retail experience and have been invited as a guest presenter at a regional health fair in your community. As part of the event’s mission to promote health educa"
"8384083a-c31b-4194-80ba-4d335a444918","Retail Trade","Pharmacists","You are a pharmacist with 5 years of retail pharmacy experience and have recently acquired an independent pharmacy located in California. Due to an unexpected family matter, the previous owner retired"
"045aba2e-4093-42aa-ab7f-159cc538278c","Retail Trade","Pharmacists","You are a licensed pharmacist who has recently acquired an independent pharmacy in California. The previous owner retired abruptly and was unable to provide any training or transitional guidance regar"
"f2986c1f-2bbf-4b83-bc93-624a9d617f45","Retail Trade","Pharmacists","You are a pharmacist working in the emergency room and have received an image of a recently admitted patient's medications. An emergency response team has provided the image titled ""what are these.jpg"
"ffed32d8-d192-4e3f-8cd4-eda5a730aec3","Retail Trade","Pharmacists","As a retail pharmacist and owner of an independent pharmacy generating approximately $800,000 in annual revenue, you are developing an operational manual that includes a policy for managing prescripti"
"b3573f20-5d3e-4954-948f-9461fda693d2","Wholesale Trade","Sales Managers","You are a Sales Manager for a distribution company, and you have been asked to streamline the onboarding process and evaluate brand readiness for distribution.   Create a 3-page text-based PDF documen"
"a69be28f-9a84-47c9-992e-b90446cdca9d","Wholesale Trade","Sales Managers","You are the U.S. Sales Manager at Best Jeans, a global premium denim brand sold through both retail and wholesale partners. Today's date is July 9, 2025. The company's merchandising and leadership tea"
"788d2bc6-82df-4dc7-8467-a0f31405dc14","Wholesale Trade","Sales Managers","You are the Sales Manager of Agence Marquetia, a performance and influencer marketing agency. Your task is to create a professional, client-ready presentation deck that positions your agency as a full"
"74ed1dc7-1468-48a8-9071-58775c0d667a","Wholesale Trade","Sales Managers","You are a Sales Manager who leads a team at an extremely fast-growing sportswear brand. Your team sells footwear and apparel to the brand’s largest key accounts. The company has recently transitioned "
"69a8ef86-4e69-4fe2-9168-080f1e978e67","Wholesale Trade","Sales Managers","You are a Sales Manager at a fast-growing footwear company, which is focused on building the operational foundation for managing key accounts (including REI, Nordstrom, Dick's Sporting Goods, etc.).  "
"ab81b076-e5d8-473a-9bdb-7ea7c38f6ebc","Wholesale Trade","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","You are an Automotive District Parts Manager working with several automotive dealers to improve the efficiency and accuracy of their daily parts order processes. As part of your role driving wholesale"
"d7cfae6f-4a82-4289-955e-c799dfe1e0f4","Wholesale Trade","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","You are a Planning Manager for the national accounts team at a cosmetics brand. Your role involves analyzing retailer sales to identify risks or opportunities so the team can react and ensure consiste"
"19403010-3e5c-494e-a6d3-13594e99f6af","Wholesale Trade","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","You are a national account director at a cosmetics brand. One of your accounts is XR retailer. It is January 2024 and you are asked to analyze sales for the full year of 2023 for the Makeup category a"
"7ed932dd-244f-4d61-bf02-1bc3bab1af14","Wholesale Trade","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","You are a current sales representative at a company that produces alcoholic beverages, where you maintain the inventory at your distributor. Ensure the company remains in stock through the remainder o"
"105f8ad0-8dd2-422f-9e88-2be5fbd2b215","Wholesale Trade","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","You are the Director of Sales at a wholesale company specializing in luxury men's fragrances. As part of a broader rebranding effort, you’ve been asked to evaluate current MSRPs and recommend new reta"
"b57efde3-26d6-4742-bbff-2b63c43b4baa","Wholesale Trade","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","You are the newly hired OEM Sales Representative for HiTech H20 Industries., a company that manufactures water monitoring systems for the aquaculture, wastewater, and semiconductor industries.  In pre"
"15d37511-75c5-4c7f-81f1-16e00c0d95f3","Wholesale Trade","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","You are the Enterprise Sales Director for VerteCleanUV, a manufacturer of UV (ultraviolet) light microbial reduction devices. UV Light microbial reduction devices have historically been used to reduce"
"bb863dd9-31c2-4f64-911a-ce11f457143b","Wholesale Trade","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","You are an account manager for the international medical wholesaler MedWholeGroup.  A new NGO client, Inter-Aid, has expressed interest in procuring products from your company and has now sent a reque"
"fe0d3941-e32c-4bf1-a643-b566d2b4cb3c","Wholesale Trade","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","You are an application manager for a global science and technology company. The company development team wants to determine if their light-based sensing technology can be tailored towards measuring bl"
"6a900a40-8d2b-4064-a5b1-13a60bc173d8","Wholesale Trade","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","You are an account manager for an international medical wholesaler, Danish Wholesale & Co. Last week you submitted an initial quotation to client Health NGO for sterilization kits (Q9749821 Danish Who"
"9efbcd35-186d-49b6-ac24-28ee2bc9a263","Finance and Insurance","Securities, Commodities, and Financial Services Sales Agents","It is April 2025 and you are an institutional client services professional for an asset manager that invests in global equities. Your role at the company is to be the main point of contact for institu"
"1d4672c8-b0a7-488f-905f-9ab4e25a19f7","Finance and Insurance","Securities, Commodities, and Financial Services Sales Agents","It is May 2025, and you are a financial analyst at NexVen Capital, a firm specializing in institutional portfolio management. Your team is responsible for constructing diversified investment portfolio"
"4de6a529-4f61-41a1-b2dc-64951ba03457","Finance and Insurance","Securities, Commodities, and Financial Services Sales Agents","It is April 2025, you are the lead Portfolio Strategist for Stanton Capital, one of the world's largest asset managers, and you are part of the Chief Investment Office team. Every quarter, the team pu"
"4c4dc603-c21c-4284-8fb1-1b827c1fddf4","Finance and Insurance","Securities, Commodities, and Financial Services Sales Agents","You are the Sales Director at LKK Capital, a top quartile fund advisory firm. Your firm sells innovative private market securities through their web and mobile apps to nearly 2 million accredited reta"
"bb499d9c-0263-4684-9238-75e8e86077b1","Finance and Insurance","Securities, Commodities, and Financial Services Sales Agents","As the newly hired VP of Sales & Growth at a fintech start-up, you'll oversee a two-sided marketplace that connects asset issuers with investors. Your role involves selling the platform to asset issue"
"5349dd7b-bf0a-4544-9a17-75b7013767e6","Manufacturing","Shipping, Receiving, and Inventory Clerks","You are an Outbound Shipping Manager for a small merchandising company based in Nevada that ships small individual packages directly to consumers within the USA.  Your task is to determine which of th"
"a4a9195c-5ebe-4b8d-a0c2-4a6b7a49da8b","Manufacturing","Shipping, Receiving, and Inventory Clerks","You are a Warehouse Manager responsible for developing processes and procedures for the team members to utilize as guidance for their daily activities and tasks. The warehouse team at your company has"
"552b7dd0-96f4-437c-a749-0691e0e4b381","Manufacturing","Shipping, Receiving, and Inventory Clerks","You are an Inventory Analyst on the inventory management team at a large warehouse. The inventory management team is responsible for updating the inventory database for all incidents that impact inven"
"11dcc268-cb07-4d3a-a184-c6d7a19349bc","Manufacturing","Shipping, Receiving, and Inventory Clerks","You are an inventory clerk working for an automotive company. In this role, you are required to keep track of all items received and ensure they are stored away correctly. Attached is a spreadsheet co"
"76418a2c-a3c0-4894-b89d-2493369135d9","Manufacturing","Shipping, Receiving, and Inventory Clerks","You are a Shipping Clerk working for an automotive parts company that sells to major car manufacturers. These car manufacturers specialize in mid-priced mid-sized sedan vehicles. You need to decide wh"
"0e386e32-df20-4d1f-b536-7159bc409ad5","Professional, Scientific, and Technical Services","Software Developers","PrivateCrypMix is a cross-chain, privacy-preserving crypto mixer that enables anonymous transfers while generating passive yield during a fixed holding period. The platform combines TornadoCash-style "
"7de33b48-5163-4f50-b5f3-8deea8185e57","Professional, Scientific, and Technical Services","Software Developers","You are part of a team tasked with improving the accessibility of a complex data analysis application written in React and TypeScript, in order to meet WCAG AA Certification. This is a live applicatio"
"854f3814-681c-4950-91ac-55b0db0e3781","Professional, Scientific, and Technical Services","Software Developers","You are an employee at a logistics company that is developing software to optimize routes for large freight trucks on US interstates. The company would like to test this on one of their common routes "
"4122f866-01fa-400b-904d-fa171cdab7c7","Professional, Scientific, and Technical Services","Software Developers","You are a software developer with strong AWS and serverless expertise. You have to create a self-contained backend for a website’s contact form. The solution should be built as a Node.js 18 Lambda fun"
"2c249e0f-4a8c-4f8e-b4f4-6508ba29b34f","Professional, Scientific, and Technical Services","Software Developers","You are an employee at a software engineering company who's focus is managing a large fleet of robots at scale. Robots in the fleet are performing missions on a day to day basis, and each mission that"
